Restaurant,Latitude,Longitude,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Cook_Time
ID_2772,39.57675111,-85.01117161,"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",$20.00,$50.00,3.1,41,25,45 minutes
ID_4468,39.27717039,-85.89487872,"South Indian, Chinese",$15.00,$50.00,3.7,177,30,30 minutes
ID_2872,39.54902186,-85.27833497,"North Indian, Chinese",$20.00,$50.00,3.3,13,9,30 minutes
ID_4419,39.58859455,-85.1363988,"North Indian, Mughlai, Chinese, Biryani, Rolls",$20.00,$50.00,3.6,894,256,30 minutes
ID_6115,39.05692466,-85.97582985,"Biryani, North Indian, Chinese, Kebab",$20.00,$50.00,4.0,157,17,30 minutes
ID_7302,39.61031814,-85.83025872,"Finger Food, Salad, Continental, Italian, Sandwich",$60.00,$50.00,4.2,1392,739,45 minutes
ID_6249,39.9095399,-85.06010029,"Fast Food, Beverages",$15.00,$50.00,3.1,17,9,30 minutes
ID_566,39.93743433,-85.00556298,"Chinese, Biryani, North Indian",$20.00,$50.00,3.4,29,11,30 minutes
ID_99,39.68977671,-85.08826568,"South Indian, Street Food, Fast Food",$10.00,$50.00,3.8,101,38,30 minutes
ID_4625,39.22083016,-85.83152042,"Fast Food, North Eastern, Momos",$10.00,$50.00,-,-,-,30 minutes
ID_6030,39.85025042,-85.89715639,"Street Food, Fast Food, Beverages",$20.00,$50.00,3.8,150,64,45 minutes
ID_4276,39.9326482,-85.97672509,"North Indian, Mughlai",$80.00,$50.00,4.0,646,351,45 minutes
ID_2976,39.66232598,-85.73861923,"South Indian, North Indian, Chinese",$30.00,$50.00,3.8,323,141,65 minutes
ID_2727,39.51798394,-85.44723384,"Chinese, Thai, Continental",$15.00,$99.00,3.8,56,15,30 minutes
ID_3871,39.31565632,-85.58290647,North Indian,$25.00,$50.00,3.5,488,169,45 minutes
ID_2286,39.52563233,-85.29148199,"North Indian, Chinese",$20.00,$50.00,4.3,250,121,30 minutes
ID_4627,39.84724783,-85.66856921,Street Food,$10.00,$50.00,4.0,31,23,30 minutes
ID_2595,39.36560471,-85.08139091,"Bakery, Desserts",$15.00,$50.00,3.3,7,1,30 minutes
ID_5708,39.89840255,-85.27660125,"Pizza, Fast Food",$40.00,$50.00,3.8,630,240,30 minutes
ID_5791,39.53270624,-85.23898526,Bakery,$25.00,$50.00,-,-,-,65 minutes
ID_6982,39.57887546,-85.74865278,South Indian,$10.00,$50.00,3.2,11,-,30 minutes
ID_692,39.01365042,-85.54285284,"Italian, North Indian, Chinese",$80.00,$50.00,4.1,903,556,45 minutes
ID_7497,39.95986376,-85.78036686,Maharashtrian,$10.00,$0.00,3.3,12,1,30 minutes
ID_4658,39.02835403,-85.6019361,"North Indian, Fast Food",$15.00,$50.00,3.6,43,11,30 minutes
ID_4749,39.87538952,-85.90786754,"Desserts, Ice Cream",$10.00,$50.00,3.8,15,5,30 minutes
ID_5408,39.96255112,-85.90542299,"North Indian, South Indian, Chinese, Beverages",$15.00,$50.00,-,-,-,30 minutes
ID_4625,39.39626793,-85.70832826,"Fast Food, North Eastern, Momos",$10.00,$50.00,-,-,-,30 minutes
ID_7130,39.8002458,-85.2593142,Biryani,$15.00,$50.00,3.4,9,-,30 minutes
ID_4587,39.19340863,-85.96242802,"North Indian, Street Food",$20.00,$99.00,3.1,6,1,30 minutes
ID_6379,39.26795943,-85.87157906,"North Indian, Chinese",$10.00,$50.00,-,-,-,30 minutes
ID_5083,39.5133147,-85.36090299,"Chinese, Fast Food",$10.00,$50.00,3.1,4,2,30 minutes
ID_4247,39.79638314,-85.54886277,Beverages,$10.00,$50.00,3.0,11,4,45 minutes
ID_4478,39.24654656,-85.74802998,"Cafe, Italian, North Indian, Chinese",$40.00,$50.00,4.0,387,220,45 minutes
ID_342,39.22740833,-85.45919873,South Indian,$10.00,$50.00,3.6,33,8,30 minutes
ID_3801,39.72022753,-85.31277229,Bakery,$15.00,$99.00,-,-,-,65 minutes
ID_8343,39.05554893,-85.79202419,"South Indian, Chinese",$10.00,$50.00,3.9,25,9,30 minutes
ID_1036,39.57174344,-85.50391559,"North Indian, Thai, Goan, Mughlai, Seafood",$20.00,$99.00,4.1,-,-,30 minutes
ID_4311,39.08026957,-85.66157388,"North Indian, Mughlai, Kebab",$50.00,$99.00,4.1,872,502,65 minutes
ID_1156,39.0689956,-85.82327957,"Burger, Fast Food, Desserts, Beverages",$15.00,$50.00,-,-,-,30 minutes
ID_5321,39.7623203,-85.23798803,"Biryani, Hyderabadi, North Indian, Mughlai",$10.00,$50.00,2.8,-,-,30 minutes
ID_5214,39.16342947,-85.03036284,"North Indian, Chinese",$20.00,$50.00,3.4,80,46,30 minutes
ID_3678,39.07046228,-85.20251834,South Indian,$10.00,$50.00,3.4,18,1,30 minutes
ID_4517,39.40276749,-85.74767225,"North Indian, South Indian, Chinese",$30.00,$50.00,NEW,-,-,30 minutes
ID_1605,39.30286617,-85.27674943,"North Indian, Rolls",$25.00,$50.00,-,-,-,30 minutes
ID_1175,39.53498781,-85.69871016,"Fast Food, Street Food, Beverages",$20.00,$50.00,3.6,109,8,45 minutes
ID_7573,39.52097869,-85.55440578,"Desserts, South Indian",$20.00,$50.00,4.5,127,80,30 minutes
ID_3806,39.42859349,-85.9908363,North Indian,$20.00,$50.00,3.2,22,3,45 minutes
ID_5404,39.07993916,-85.16332947,"Desserts, Bakery",$10.00,$50.00,-,-,-,30 minutes
ID_8481,39.88826617,-85.72089301,"Chinese, Healthy Food",$20.00,$50.00,3.9,649,351,45 minutes
ID_5136,39.18568447,-85.86441628,"Street Food, North Indian, Mithai, South Indian, Burger, Beverages",$15.00,$50.00,4.0,298,66,30 minutes
ID_1881,39.9762086,-85.70586289,North Indian,$10.00,$50.00,3.3,9,1,30 minutes
ID_5964,39.59015209,-85.68445634,North Indian,$25.00,$50.00,4.0,353,176,30 minutes
ID_2483,39.60222148,-85.14292089,"Fast Food, North Indian, Biryani, Rolls, Wraps",$25.00,$50.00,3.9,418,121,65 minutes
ID_5708,39.49884871,-85.46984504,"Pizza, Fast Food, Italian",$40.00,$200.00,2.6,986,691,45 minutes
ID_3547,39.53251977,-85.42545356,Desserts,$10.00,$50.00,4.0,168,102,65 minutes
ID_4292,39.00164087,-85.60162119,"Arabian, North Indian, Mughlai, Chinese, Beverages, Desserts",$35.00,$50.00,4.2,431,259,30 minutes
ID_3368,39.7956043,-85.50424606,Kerala,$10.00,$50.00,3.8,50,18,30 minutes
ID_5176,39.86644263,-85.92752563,"South Indian, Fast Food, Mithai",$10.00,$50.00,3.5,229,30,45 minutes
ID_7901,39.43964307,-85.85571211,"North Indian, Chinese, Beverages",$60.00,$50.00,4.3,857,621,65 minutes
ID_1368,39.61516875,-85.50734335,Bakery,$20.00,$50.00,4.2,242,94,80 minutes
ID_3884,39.91174741,-85.86610989,"Fast Food, Street Food",$10.00,$50.00,3.4,18,7,30 minutes
ID_1872,39.93043601,-85.2587991,"Chinese, North Indian, Fast Food",$35.00,$50.00,3.4,29,12,65 minutes
ID_6132,39.57913621,-85.63997481,"North Indian, Chinese, Fast Food",$20.00,$50.00,4.0,689,310,30 minutes
ID_3081,39.63168702,-85.95324513,"North Indian, Chinese",$20.00,$50.00,3.1,21,3,45 minutes
ID_8585,39.76001334,-85.11187694,"Bakery, Desserts, Fast Food",$20.00,$50.00,3.1,8,2,45 minutes
ID_2125,39.92937911,-85.55582069,"North Indian, Street Food, Chinese",$20.00,$50.00,3.7,660,391,65 minutes
ID_4729,39.61813382,-85.23963686,"North Indian, Italian, Continental, Finger Food",$50.00,$50.00,3.9,268,142,45 minutes
ID_3768,39.79859837,-85.27966824,Street Food,$5.00,$50.00,3.8,-,-,30 minutes
ID_7231,39.14437865,-85.41879695,"North Indian, Chinese",$25.00,$50.00,3.9,915,721,45 minutes
ID_3754,39.94493455,-85.98776488,"Fast Food, Desserts",$20.00,$50.00,3.7,110,56,65 minutes
ID_1780,39.53535845,-85.88069877,Chinese,$10.00,$50.00,3.0,12,2,30 minutes
ID_2065,39.72032138,-85.93983705,"North Indian, Chinese, Arabian, Mughlai",$20.00,$50.00,NEW,-,-,30 minutes
ID_1270,39.40836593,-85.23471291,"North Indian, South Indian",$15.00,$50.00,-,-,-,30 minutes
ID_8407,39.0044449,-85.57443586,Desserts,$15.00,$50.00,-,-,-,30 minutes
ID_3117,39.49423784,-85.52083723,"Mishti, Fast Food, South Indian",$10.00,$50.00,4.0,381,89,65 minutes
ID_3777,39.29015152,-85.10615061,"Beverages, Fast Food",$10.00,$50.00,3.8,10,4,30 minutes
ID_8,39.33485142,-85.39453303,"Desserts, Fast Food",$20.00,$50.00,3.9,334,189,45 minutes
ID_6066,39.12138396,-85.65045788,North Indian,$20.00,$50.00,3.7,61,7,30 minutes
ID_1348,39.12755881,-85.69439252,"Bakery, Desserts",$20.00,$50.00,4.4,214,169,65 minutes
ID_7042,39.34149367,-85.37935059,"Chinese, Fast Food",$10.00,$50.00,-,-,-,30 minutes
ID_8062,39.6405365,-85.27495841,"Asian, Chinese, Continental, Italian",$35.00,$50.00,4.3,249,139,30 minutes
ID_6815,39.00642337,-85.41775273,Maharashtrian,$10.00,$50.00,NEW,-,-,30 minutes
ID_5125,39.55162324,-85.54350505,"Fast Food, Pizza, Desserts",$20.00,$50.00,3.4,20,5,30 minutes
ID_8170,39.938758,-85.75467533,North Indian,$20.00,$50.00,3.4,-,-,30 minutes
ID_4945,39.81800901,-85.59519033,"Street Food, Fast Food",$10.00,$50.00,NEW,-,-,30 minutes
ID_6760,39.67140772,-85.22342615,"North Indian, South Indian, Chinese, Street Food",$20.00,$50.00,3.5,121,41,30 minutes
ID_1510,39.07554001,-85.94060625,North Indian,$20.00,$50.00,3.1,4,1,30 minutes
ID_5773,39.14913379,-85.3231676,Maharashtrian,$15.00,$50.00,NEW,-,-,45 minutes
ID_8254,39.56010054,-85.99886447,"Ice Cream, Beverages",$10.00,$50.00,-,-,-,30 minutes
ID_1190,39.33737672,-85.09006452,"North Indian, Chinese, Mughlai, Maharashtrian",$25.00,$50.00,3.2,74,36,30 minutes
ID_1140,39.71475749,-85.68246389,"Burger, Fast Food, Beverages",$20.00,$50.00,4.0,2037,1062,65 minutes
ID_1023,39.24510547,-85.80987109,Bengali,$20.00,$50.00,NEW,-,-,30 minutes
ID_6765,39.19389517,-85.33315265,"Mithai, Gujarati",$15.00,$50.00,3.4,19,10,30 minutes
ID_7858,39.35848172,-85.3477517,"Continental, North Indian, Thai",$55.00,$50.00,4.6,391,220,30 minutes
ID_5538,39.9607303,-85.05808049,"North Indian, Beverages",$10.00,$50.00,2.7,7,-,30 minutes
ID_575,39.55652928,-85.29149796,"Biryani, North Indian",$10.00,$50.00,3.1,7,2,30 minutes
ID_4301,39.52746858,-85.99628578,Paan,$5.00,$50.00,-,-,-,30 minutes
ID_36,39.44050473,-85.96560951,"Bakery, Fast Food",$25.00,$50.00,2.7,5,3,120 minutes
ID_1402,39.96795061,-85.71506822,"Chinese, Seafood, Biryani",$35.00,$50.00,3.4,205,97,45 minutes
ID_6001,39.75540706,-85.18762894,"North Indian, Chinese, Mughlai, Fast Food, Beverages",$25.00,$0.00,4.0,1270,741,65 minutes
ID_1168,39.90052867,-85.4204257,"North Indian, Chinese, Italian, Fast Food",$55.00,$50.00,4.1,897,565,45 minutes
ID_5968,39.89992217,-85.76324465,"Biryani, Chinese, North Indian",$25.00,$50.00,3.0,13,2,65 minutes
ID_3540,39.21195211,-85.04222875,"Fast Food, North Indian, Beverages",$20.00,$50.00,4.0,421,165,45 minutes
ID_8529,39.35606005,-85.01148814,"Cafe, Fast Food",$30.00,$50.00,4.5,1349,972,65 minutes
ID_7305,39.22060733,-85.83679745,"North Indian, Chinese, Continental, Seafood",$40.00,$99.00,3.9,239,98,65 minutes
ID_2646,39.97479032,-85.7340099,"Cafe, Chinese",$15.00,$50.00,3.2,73,34,65 minutes
ID_3446,39.89871031,-85.94785094,"Bengali, Seafood, Rolls",$25.00,$50.00,3.7,318,187,45 minutes
ID_5187,39.05289535,-85.74359878,"North Indian, Chinese",$20.00,$50.00,3.3,9,2,30 minutes
ID_7633,39.71096954,-85.04954777,Chinese,$20.00,$50.00,NEW,-,-,30 minutes
ID_350,39.24126146,-85.21837844,"North Indian, Chinese",$15.00,$50.00,2.9,41,15,30 minutes
ID_7072,39.45639615,-85.80495291,South Indian,$15.00,$50.00,3.3,9,3,30 minutes
ID_2772,39.75949762,-85.82086375,"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",$20.00,$50.00,3.7,697,314,45 minutes
ID_8170,39.48936782,-85.93117153,"North Indian, Biryani, Kebab, BBQ",$20.00,$50.00,3.5,21,9,30 minutes
ID_3775,39.85119236,-85.08552773,"Juices, Fast Food",$10.00,$50.00,4.0,113,60,30 minutes
ID_8199,39.27360235,-85.79327566,"North Indian, Chinese",$15.00,$50.00,3.7,59,21,30 minutes
ID_815,39.82359229,-85.09371759,"Bakery, Sandwich, Desserts",$20.00,$50.00,3.9,39,25,30 minutes
ID_1969,39.39289972,-85.15515095,"Fast Food, Chinese",$10.00,$50.00,3.6,17,4,30 minutes
ID_5384,39.02362465,-85.45531911,"Burger, Sandwich, Finger Food, Beverages",$30.00,$50.00,3.9,64,11,30 minutes
ID_7131,39.49155654,-85.75932662,North Indian,$25.00,$50.00,NEW,-,-,30 minutes
ID_94,39.03324422,-85.0236698,Biryani,$15.00,$50.00,3.5,64,15,30 minutes
ID_1701,39.54086336,-85.44181377,Chinese,$25.00,$50.00,-,-,-,30 minutes
ID_1784,39.53665656,-85.19965107,"Rolls, North Indian, Chinese, Momos, Biryani",$20.00,$50.00,3.7,50,30,30 minutes
ID_349,39.18322159,-85.28192775,"North Indian, South Indian, Chinese",$15.00,$99.00,3.0,318,64,65 minutes
ID_7481,39.77230772,-85.96372886,Thai,$40.00,$99.00,4.2,368,136,65 minutes
ID_4028,39.36257773,-85.50843573,"Bengali, Chinese",$10.00,$50.00,3.0,13,5,30 minutes
ID_4372,39.81987771,-85.6712642,"Desserts, Beverages",$10.00,$50.00,3.2,4,2,30 minutes
ID_3065,39.11038337,-85.58785902,"Fast Food, Street Food, Juices",$10.00,$50.00,3.6,646,214,45 minutes
ID_2944,39.572855,-85.14985219,"Biryani, North Indian",$15.00,$50.00,3.3,7,3,30 minutes
ID_6705,39.3992628,-85.93821199,"North Indian, Chinese, South Indian, Fast Food, Street Food",$30.00,$50.00,4.2,305,167,30 minutes
ID_3053,39.90767057,-85.70283383,Mithai,$10.00,$50.00,3.1,8,1,30 minutes
ID_3929,39.47862748,-85.78135521,"Mithai, North Indian",$10.00,$50.00,3.8,241,88,45 minutes
ID_429,39.97365151,-85.83055605,Street Food,$15.00,$50.00,4.1,260,123,45 minutes
ID_3565,39.80071414,-85.61169746,"Biryani, Mughlai, Chinese, Arabian",$30.00,$50.00,3.7,572,167,45 minutes
ID_2301,39.63299419,-85.11911312,"Pizza, Fast Food",$20.00,$0.00,3.7,684,97,30 minutes
ID_1249,39.99005715,-85.52029331,Fast Food,$15.00,$50.00,3.2,13,1,45 minutes
ID_1013,39.61541122,-85.273855,"Desserts, Ice Cream",$10.00,$50.00,3.3,5,-,30 minutes
ID_2268,39.12047977,-85.67696191,"North Indian, Chinese",$20.00,$50.00,3.7,83,41,45 minutes
ID_6774,39.79961167,-85.02063819,"Chinese, North Indian, Fast Food, Biryani",$15.00,$50.00,2.8,4,3,30 minutes
ID_7836,39.55495601,-85.75860693,"South Indian, North Indian, Chinese, Fast Food",$15.00,$50.00,3.2,14,-,65 minutes
ID_8549,39.16400984,-85.86301075,Street Food,$5.00,$50.00,3.4,16,5,30 minutes
ID_6236,39.81008661,-85.95399163,"Fast Food, Rolls",$15.00,$99.00,3.5,49,27,65 minutes
ID_7082,39.27733821,-85.18903648,South Indian,$15.00,$50.00,3.8,385,20,45 minutes
ID_3363,39.78722978,-85.12065934,"North Indian, Maharashtrian",$20.00,$50.00,3.8,189,47,30 minutes
ID_4578,39.56981362,-85.40781781,"South Indian, Street Food",$10.00,$50.00,3.7,184,67,30 minutes
ID_2628,39.85060119,-85.16264913,"North Indian, Chinese",$20.00,$50.00,3.7,40,35,30 minutes
ID_4625,39.20005696,-85.67625827,"North Eastern, Momos, Fast Food, Beverages, Tibetan",$10.00,$50.00,2.9,4,3,30 minutes
ID_2457,39.03161361,-85.18405062,"North Indian, Chinese, Continental, Italian",$60.00,$50.00,4.2,910,572,45 minutes
ID_1784,39.31247772,-85.97483026,"Chinese, North Indian, Rolls, Biryani, Momos",$20.00,$50.00,3.9,992,513,45 minutes
ID_2133,39.18323655,-85.65909599,South Indian,$5.00,$50.00,3.8,382,110,45 minutes
ID_1292,39.92745978,-85.27287774,"Maharashtrian, Healthy Food",$10.00,$50.00,3.4,8,5,30 minutes
ID_8544,39.44143831,-85.63647596,"South Indian, North Indian",$20.00,$50.00,3.0,5,-,30 minutes
ID_2833,39.06257233,-85.9468915,Mithai,$10.00,$50.00,4.1,551,24,30 minutes
ID_6774,39.0731791,-85.74718301,"Chinese, North Indian, Fast Food, Biryani",$15.00,$50.00,2.8,4,3,30 minutes
ID_4762,39.30839658,-85.46762624,Mithai,$10.00,$50.00,3.2,40,17,30 minutes
ID_4034,39.44492993,-85.74436799,"Biryani, North Indian, Mughlai, Kebab",$30.00,$99.00,4.1,354,171,65 minutes
ID_2132,39.49999948,-85.74825702,Fast Food,$10.00,$50.00,3.3,10,4,30 minutes
ID_5779,39.23680818,-85.79377018,Fast Food,$15.00,$50.00,4.3,140,55,30 minutes
ID_7897,39.81433115,-85.67754678,"North Indian, Chinese",$15.00,$50.00,3.9,656,183,45 minutes
ID_1366,39.64625579,-85.68419754,Desserts,$15.00,$50.00,3.9,81,26,45 minutes
ID_4861,39.16330099,-85.21926931,"North Indian, Mughlai",$35.00,$50.00,3.8,179,84,45 minutes
ID_8495,39.69732374,-85.20209507,"Continental, North Indian, Italian, Beverages, Desserts",$20.00,$50.00,3.6,68,25,65 minutes
ID_4774,39.49290718,-85.92472794,"Fast Food, Pizza",$20.00,$50.00,3.5,19,10,30 minutes
ID_6836,39.19987673,-85.93100327,"South Indian, Italian, Chinese",$15.00,$50.00,3.6,111,61,30 minutes
ID_2615,39.37813742,-85.18905438,"North Indian, Chinese",$20.00,$50.00,-,-,-,30 minutes
ID_1925,39.39492657,-85.8487065,Fast Food,$15.00,$50.00,3.5,19,6,30 minutes
ID_6705,39.08948508,-85.75308717,"North Indian, Chinese, South Indian, Fast Food, Street Food",$30.00,$50.00,4.2,305,167,30 minutes
ID_427,39.10715332,-85.52908158,"North Indian, Chinese",$10.00,$50.00,3.4,207,107,45 minutes
ID_4585,39.53302503,-85.23498924,"Mithai, Bakery, Fast Food",$10.00,$50.00,4.0,389,252,30 minutes
ID_8506,39.73332518,-85.93489004,"Fast Food, Street Food",$10.00,$50.00,3.3,24,10,45 minutes
ID_4369,39.56143812,-85.68191997,"North Indian, Chinese",$40.00,$99.00,3.7,263,120,65 minutes
ID_1074,39.87135116,-85.47927865,"Mithai, Fast Food",$15.00,$50.00,3.5,6,2,30 minutes
ID_714,39.55677252,-85.03848737,"North Indian, Mughlai",$20.00,$50.00,3.8,126,70,30 minutes
ID_5802,39.65565738,-85.73285387,"North Indian, Chinese",$35.00,$50.00,3.6,397,119,45 minutes
ID_1899,39.55857537,-85.69430909,"Street Food, Fast Food",$10.00,$50.00,3.2,11,5,30 minutes
ID_2536,39.50826385,-85.20454514,"North Indian, Fast Food, Chinese, Continental",$50.00,$50.00,3.8,90,60,45 minutes
ID_2102,39.39506742,-85.8348954,Mughlai,$30.00,$99.00,4.1,394,305,65 minutes
ID_2450,39.7846844,-85.39982775,"Chinese, North Indian, Momos",$10.00,$50.00,3.5,64,26,30 minutes
ID_2376,39.86274927,-85.62941034,South Indian,$5.00,$50.00,3.5,12,2,30 minutes
ID_2709,39.45374329,-85.78877006,"North Indian, South Indian",$20.00,$50.00,3.1,12,5,45 minutes
ID_1854,39.36597824,-85.67487895,"North Indian, Chinese",$20.00,$50.00,3.5,13,-,30 minutes
ID_1796,39.4948698,-85.25018779,"Cafe, Beverages, Bakery",$20.00,$50.00,4.1,343,256,45 minutes
ID_7712,39.45911284,-85.51598662,"Healthy Food, Beverages",$15.00,$50.00,3.1,6,3,30 minutes
ID_4151,39.44022822,-85.82443171,"Desserts, Beverages",$15.00,$50.00,4.0,119,60,30 minutes
ID_2166,39.89869742,-85.54821002,Biryani,$15.00,$50.00,NEW,-,-,30 minutes
ID_5879,39.41634628,-85.06146185,"North Indian, Mughlai, Kebab",$90.00,$450.00,4.2,1262,758,65 minutes
ID_6313,39.45917618,-85.51755349,"Fast Food, Chinese",$10.00,$50.00,3.6,82,23,45 minutes
ID_4076,39.85231099,-85.75582236,North Indian,$10.00,$50.00,-,-,-,30 minutes
ID_2906,39.48607799,-85.37957788,"Desserts, Beverages, Ice Cream",$15.00,$50.00,-,-,-,30 minutes
ID_6726,39.45614288,-85.32995538,"North Indian, South Indian, Chinese",$20.00,$50.00,3.8,521,258,30 minutes
ID_7564,39.37664005,-85.95460792,"Biryani, North Indian",$15.00,$50.00,NEW,-,-,30 minutes
ID_1276,39.37010135,-85.45100986,Cafe,$15.00,$50.00,4.0,337,199,30 minutes
ID_691,39.55249927,-85.81731016,South Indian,$10.00,$50.00,3.1,12,1,30 minutes
ID_4365,39.07029661,-85.59391891,Desserts,$10.00,$50.00,4.6,400,189,45 minutes
ID_3233,39.58151139,-85.75518126,"North Indian, Chinese",$50.00,$50.00,3.9,166,69,65 minutes
ID_18,39.93849328,-85.4778418,"Pizza, Italian, Beverages",$35.00,$50.00,4.3,497,287,30 minutes
ID_7959,39.78669002,-85.95025022,North Indian,$20.00,$99.00,3.4,37,14,30 minutes
ID_7091,39.59878539,-85.48011477,North Indian,$10.00,$50.00,2.9,307,62,45 minutes
ID_958,39.12123814,-85.97023315,"Beverages, Ice Cream",$15.00,$50.00,3.5,8,3,30 minutes
ID_4784,39.41939485,-85.29823672,Fast Food,$10.00,$0.00,3.4,8,2,30 minutes
ID_8512,39.82082339,-85.44421852,American,$30.00,$50.00,3.8,20,13,30 minutes
ID_1371,39.9058255,-85.83555978,"Bakery, Desserts",$20.00,$50.00,3.4,57,13,65 minutes
ID_2706,39.94557281,-85.86690909,"Fast Food, Chinese, BBQ",$15.00,$50.00,3.5,43,11,30 minutes
ID_635,39.7480778,-85.73557263,Mishti,$5.00,$99.00,4.4,1512,579,45 minutes
ID_2076,39.06187055,-85.42475533,North Indian,$20.00,$50.00,2.8,7,3,30 minutes
ID_1902,39.53943907,-85.18948564,"Chinese, Thai",$45.00,$50.00,3.6,119,47,65 minutes
ID_8173,39.81426225,-85.17687485,"North Indian, Chinese, South Indian, Fast Food",$25.00,$50.00,3.7,189,84,45 minutes
ID_4855,39.39939193,-85.5040771,North Indian,$15.00,$50.00,3.4,43,11,30 minutes
ID_912,39.13672785,-85.48105967,Biryani,$15.00,$50.00,3.4,18,14,30 minutes
ID_6330,39.24445479,-85.49827282,Pizza,$15.00,$50.00,3.3,32,1,30 minutes
ID_3556,39.25039379,-85.79560979,South Indian,$10.00,$50.00,3.7,-,-,30 minutes
ID_2321,39.67726879,-85.52759949,"North Indian, Chinese, Mughlai, Kebab",$75.00,$99.00,4.2,580,455,45 minutes
ID_5290,39.90141018,-85.13431331,"Fast Food, Rolls",$10.00,$50.00,-,-,-,30 minutes
ID_6136,39.10931984,-85.3595546,"Raw Meats, North Indian, Fast Food",$20.00,$50.00,3.6,60,31,30 minutes
ID_773,39.3954589,-85.11844199,"Fast Food, Chinese",$10.00,$50.00,3.1,6,2,30 minutes
ID_3970,39.5884484,-85.02255011,"Burger, Fast Food",$20.00,$50.00,2.7,564,131,45 minutes
ID_2718,39.53278861,-85.79356654,"North Indian, Chinese, Seafood",$50.00,$50.00,3.1,46,32,30 minutes
ID_4790,39.20016612,-85.67035817,"North Indian, Continental, Chinese, Italian, Lebanese, Momos",$40.00,$50.00,3.9,793,513,45 minutes
ID_250,39.29364689,-85.67290838,"Italian, Fast Food",$20.00,$50.00,3.1,19,8,30 minutes
ID_1415,39.52783454,-85.01546825,"Burger, Fast Food",$20.00,$99.00,4.0,1155,845,65 minutes
ID_6415,39.35973176,-85.71961398,"Salad, Rolls, Fast Food",$20.00,$50.00,3.7,71,22,45 minutes
ID_1140,39.5670177,-85.45253102,"American, Fast Food",$20.00,$50.00,3.9,570,127,45 minutes
ID_3990,39.96128182,-85.99021146,"North Indian, Mughlai",$15.00,$50.00,2.8,38,12,65 minutes
ID_7554,39.54209705,-85.44144048,"Mughlai, Biryani, Afghan",$40.00,$50.00,3.4,23,12,30 minutes
ID_7295,39.52003843,-85.76080265,"Bakery, Desserts, Ice Cream",$15.00,$50.00,3.9,76,22,45 minutes
ID_3812,39.48123664,-85.07372634,Lebanese,$15.00,$50.00,-,-,-,30 minutes
ID_4403,39.77711162,-85.14564739,"North Indian, Chinese",$15.00,$99.00,3.9,261,109,30 minutes
ID_1644,39.16340491,-85.1512735,"Biryani, North Indian, Fast Food, Chinese",$20.00,$50.00,3.5,41,18,30 minutes
ID_8091,39.46355586,-85.67693096,"Cafe, Italian, Chinese, Desserts",$40.00,$50.00,4.0,1398,906,45 minutes
ID_7801,39.80024604,-85.95729872,"Burger, Pizza, Fast Food",$20.00,$0.00,3.3,-,-,30 minutes
ID_3474,39.69250294,-85.84903576,"Fast Food, North Indian, Rolls, Chinese, Momos, Mughlai",$20.00,$50.00,3.9,562,294,65 minutes
ID_89,39.34809972,-85.45420989,"Biryani, North Indian",$15.00,$50.00,3.1,4,1,30 minutes
ID_3056,39.23366624,-85.13331208,Gujarati,$10.00,$50.00,3.8,35,11,30 minutes
ID_2341,39.72897766,-85.11727283,"Chinese, Seafood",$30.00,$50.00,3.3,81,11,45 minutes
ID_8087,39.72910005,-85.42266678,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",$60.00,$99.00,4.2,3782,1948,30 minutes
ID_4360,39.03233105,-85.74433874,"Italian, Mexican, Pizza, Salad, Beverages",$60.00,$50.00,4.2,1114,453,45 minutes
ID_8363,39.3613931,-85.67533119,Street Food,$10.00,$50.00,3.3,11,2,30 minutes
ID_6444,39.72351907,-85.43514089,"Street Food, Fast Food",$10.00,$50.00,3.8,280,76,45 minutes
ID_6237,39.73460072,-85.44171811,Rolls,$10.00,$50.00,3.2,10,-,30 minutes
ID_1877,39.12924469,-85.72775016,"Ice Cream, Desserts",$15.00,$50.00,4.5,1118,465,30 minutes
ID_2946,39.30577615,-85.48564884,"Street Food, Chinese, North Indian, Fast Food",$20.00,$50.00,3.8,262,143,45 minutes
ID_6832,39.28728049,-85.62210759,Mishti,$15.00,$50.00,-,-,-,30 minutes
ID_5538,39.41097293,-85.85283354,"North Indian, Beverages",$10.00,$0.00,-,-,-,30 minutes
ID_6218,39.02194212,-85.86985184,"Rolls, Fast Food",$15.00,$50.00,4.5,425,258,45 minutes
ID_2763,39.35132072,-85.47429495,"Salad, Sandwich, Momos, Wraps, Beverages",$20.00,$50.00,3.0,5,2,30 minutes
ID_5765,39.39673489,-85.5464375,"North Indian, Fast Food, Beverages",$20.00,$50.00,3.4,22,3,30 minutes
ID_5996,39.98482965,-85.67458524,"Seafood, North Indian, Chinese, Thai",$40.00,$50.00,3.8,203,107,30 minutes
ID_6058,39.8125914,-85.64895889,Bakery,$10.00,$50.00,3.2,45,11,30 minutes
ID_4673,39.17995983,-85.41522103,"South Indian, North Indian, Chinese, Beverages",$20.00,$50.00,2.5,71,34,45 minutes
